student_id,name,programme,year,gpa_sem1,gpa_sem2,gpa_sem3,attendance,lms_logins,facility_access,library_visits,after_hours_wifi,assignment_submissions,risk_label
N22980919L,Tinotenda Ncube,BSc Computer Engineering,3,3.06,3.01,3.45,90.04,12.36,9.0,5.12,1.02,5.26,low
N22610626L,Bright Dube,BSc Information Systems,2,3.94,3.88,2.81,89.86,12.12,8.99,5.08,1.07,5.15,low
N21664781L,Blessing Ngwenya,BSc Computer Science,1,1.98,2.22,2.16,65.15,4.66,6.52,1.99,3.76,3.04,medium
N20952117L,Precious Makaza,BSc Information Technology,4,3.51,2.88,3.28,90.06,11.57,9.01,4.85,0.99,4.96,low
N22669868L,Bright Gwekwerere,BSc Information Systems,1,3.66,3.15,2.99,89.56,11.82,8.96,4.88,1.03,5.18,low
N22240384L,Memory Mutizwa,BSc Computer Science,1,2.87,2.85,3.72,90.17,11.81,9.02,5.12,1.0,5.08,low
N24817395L,Michelle Mutizwa,BSc Information Systems,2,2.6,2.19,2.34,65.3,5.07,6.53,2.06,4.08,3.15,medium
N21871667L,Winny Nyathi,BSc Informatics,1,3.7,3.88,3.73,89.96,11.57,9.0,5.12,1.05,5.35,low
N22345386L,Kudakwashe Chikwanda,BSc Computer Engineering,2,3.42,3.32,3.47,90.07,11.84,9.01,4.96,1.09,5.09,low
N20780027L,Sharon Dube,BSc Data Science,4,4.0,4.0,3.95,89.95,12.31,9.0,5.05,1.02,4.98,low
N21494956L,Patricia Nyathi,BSc Computer Science,1,4.0,3.49,2.94,89.85,12.25,8.98,5.12,1.06,4.88,low
N24525556L,Tinotenda Nyathi,BSc Business Computing,2,3.32,3.89,3.33,90.14,12.0,9.01,5.13,1.02,4.62,low
N21561267L,Tatenda Mpofu,BSc Computer Science,4,3.47,3.54,3.83,89.81,11.71,8.98,5.07,1.02,5.03,low
N21479818L,David Dube,BSc Software Engineering,1,1.92,2.36,1.32,29.86,1.98,2.99,0.0,8.05,1.06,high
N23602290L,Blessing Makaza,BSc Information Systems,2,2.76,2.89,3.89,89.89,12.21,8.99,4.94,0.98,4.85,low
N21701344L,Prince Mhlanga,BSc Information Systems,2,2.38,1.8,1.62,30.68,1.88,3.07,0.0,8.03,1.16,high
N20274421L,Rudo Mhlanga,BSc Information Technology,1,3.4,2.78,3.52,89.86,12.67,8.99,5.02,0.92,5.04,low
N22189913L,Blessing Matsiga,BSc Business Computing,3,2.68,2.62,2.79,64.42,4.64,6.44,2.06,4.0,2.93,medium
N24249644L,Precious Mhlanga,BSc Data Science,1,3.91,3.16,3.0,89.64,11.86,8.96,4.94,0.93,5.04,low
N24719284L,Tendai Mpofu,BSc Information Technology,3,2.85,2.66,2.41,64.75,5.22,6.47,2.04,4.16,2.94,medium
N24817611L,Learnmore Ncube,BSc Computer Science,1,2.76,2.88,2.66,65.63,4.75,6.56,1.95,4.05,2.9,medium
N24627778L,Shannon Moyo,BSc Business Computing,4,2.87,3.1,2.57,65.16,5.07,6.52,1.93,3.87,3.54,medium
N20912510L,Chenai Mutizwa,BSc Information Technology,4,3.94,3.43,3.93,90.1,11.54,9.01,5.02,0.98,5.16,low
N21941272L,Winny Dlodlo,BSc Computer Engineering,1,3.66,2.86,4.0,90.54,12.24,9.05,4.98,0.98,4.92,low
N24202463L,Chenai Ncube,BSc Data Science,3,3.96,4.0,3.67,89.6,12.23,8.96,4.89,0.98,5.23,low
N22727354L,Grace Sithole,BSc Data Science,1,3.8,3.6,2.86,89.78,12.36,8.98,5.1,1.0,4.81,low
N24647923L,Shannon Mutizwa,BSc Informatics,3,4.0,3.37,3.09,89.84,11.46,8.98,5.09,0.98,5.12,low
N23479867L,Shannon Ncube,BSc Information Technology,1,3.55,3.03,3.58,89.85,12.64,8.98,5.01,0.99,4.82,low
N23692099L,Tinotenda Chimuti,BSc Data Science,1,2.31,2.47,2.61,65.04,4.88,6.5,2.03,4.03,2.75,medium
N24921861L,Bright Gwekwerere,BSc Information Systems,2,2.54,2.94,2.36,65.37,5.2,6.54,2.02,3.85,2.9,medium
N22705711L,Gerald Dlodlo,BSc Information Systems,3,2.81,2.68,2.44,65.15,4.83,6.51,1.97,3.99,3.02,medium
N23921149L,Michelle Dube,BSc Software Engineering,3,1.44,2.24,1.49,29.99,1.83,3.0,0.0,7.98,1.11,high
N24830917L,Nomvula Mhlanga,BSc Information Technology,3,3.29,4.0,3.22,90.26,11.76,9.03,5.06,0.98,4.56,low
N21594580L,David Sithole,BSc Computer Science,1,2.69,3.06,3.73,90.07,11.48,9.01,5.03,1.0,5.35,low
N20859687L,Simbarashe Dlodlo,BSc Data Science,1,2.8,2.98,3.35,90.03,12.46,9.0,5.2,1.04,4.91,low
N21771394L,Winny Matsiga,BSc Informatics,3,2.63,1.94,2.36,64.58,5.04,6.46,1.92,3.82,3.16,medium
N22304206L,Nomvula Chimuti,BSc Software Engineering,3,2.41,2.11,2.39,65.47,5.05,6.55,1.95,4.1,2.73,medium
N20265092L,Takudzwa Ngwenya,BSc Information Technology,3,1.52,1.26,1.34,30.28,1.77,3.03,0.0,7.76,0.99,high
N24116112L,Tendai Moyo,BSc Data Science,2,3.6,2.93,2.78,90.24,12.66,9.02,5.06,1.12,5.01,low
N22955129L,Rudo Mpofu,BSc Software Engineering,3,2.85,2.01,2.31,64.99,5.21,6.5,2.11,4.14,2.89,medium
N21526911L,Tariro Dube,BSc Computer Science,2,3.17,3.61,3.44,90.05,12.05,9.0,4.76,0.93,5.11,low
N24370211L,Bright Makaza,BSc Data Science,2,2.79,3.44,3.06,90.33,11.58,9.03,5.08,0.93,5.09,low
N21894268L,Sharon Matsiga,BSc Business Computing,5,3.45,3.53,2.74,90.0,12.01,9.0,4.96,1.05,5.05,low
N22170835L,Simbarashe Mpofu,BSc Software Engineering,4,3.35,3.48,4.0,90.02,12.03,9.0,4.96,0.95,4.89,low
N24110195L,Admire Mpofu,BSc Data Science,2,3.56,3.81,3.87,90.3,11.72,9.03,5.08,0.99,4.76,low
N20681489L,Michelle Gwekwerere,BSc Computer Engineering,3,3.88,3.68,4.0,90.19,12.28,9.02,4.94,1.05,4.67,low
N21623238L,Blessing Mpofu,BSc Software Engineering,4,3.5,3.32,3.82,90.12,11.7,9.01,4.91,1.01,5.11,low
N21976960L,David Nyathi,BSc Information Systems,1,3.58,3.36,3.06,89.56,12.12,8.96,5.09,1.03,4.77,low
N23743644L,Tashinga Mushayasa,BSc Informatics,1,2.18,2.59,2.25,65.22,4.84,6.52,2.09,3.96,2.94,medium
N24388078L,Munashe Mhlanga,BSc Data Science,2,3.5,3.26,3.82,90.22,11.97,9.02,5.0,1.01,5.33,low
N24938095L,Learnmore Gwekwerere,BSc Informatics,3,3.38,3.13,3.45,90.14,12.28,9.01,5.03,0.99,4.77,low
N21579404L,Shannon Mutizwa,BSc Business Computing,2,3.67,3.67,3.18,89.96,12.07,9.0,4.83,0.96,5.69,low
N23709231L,Shannon Matsvimbo,BSc Computer Engineering,1,3.89,3.02,4.0,89.95,11.65,9.0,4.96,1.02,5.27,low
N21382495L,Winny Chimuti,BSc Computer Engineering,1,3.64,3.5,3.53,89.87,12.07,8.99,4.94,0.98,5.09,low
N22482812L,Simbarashe Ngwenya,BSc Business Computing,2,3.09,3.25,3.68,89.91,11.44,8.99,4.86,0.99,4.78,low
N21953740L,Shannon Ngwenya,BSc Software Engineering,1,1.93,1.74,1.15,29.61,1.93,2.96,0.0,7.97,0.83,high
N21595962L,Tashinga Mhlanga,BSc Information Technology,4,1.84,1.53,1.46,29.45,2.1,2.95,0.0,8.09,1.0,high
N24659921L,Sharon Gwekwerere,BSc Data Science,5,3.59,3.32,4.0,90.32,11.76,9.03,4.89,0.99,4.62,low
N20824087L,Tatenda Sibanda,BSc Software Engineering,4,3.26,3.85,3.15,89.9,12.54,8.99,5.15,1.03,5.25,low
N23880762L,Sharon Ngwenya,BSc Computer Engineering,2,2.79,1.96,2.77,64.9,5.28,6.49,1.86,4.15,3.07,medium
N22120798L,Chenai Dube,BSc Computer Engineering,3,3.03,3.9,3.04,90.02,11.9,9.0,4.96,1.05,4.86,low
N24781433L,Bright Mhlanga,BSc Data Science,5,1.99,2.74,2.33,65.56,5.06,6.56,1.98,3.89,3.09,medium
N23182216L,Simbarashe Chimuti,BSc Data Science,3,2.96,2.79,2.87,64.84,4.97,6.48,2.09,4.19,3.05,medium
N22542306L,Miriam Makaza,BSc Information Technology,5,3.09,4.0,3.64,89.98,11.86,9.0,5.2,0.97,4.62,low
N21428709L,Tafadzwa Mushonga,BSc Data Science,1,2.96,3.51,3.14,89.85,11.74,8.98,4.81,0.96,5.19,low
N22884225L,Precious Mutizwa,BSc Business Computing,2,2.86,3.04,3.74,89.62,11.95,8.96,4.93,1.0,5.28,low
N21794180L,Admire Moyo,BSc Software Engineering,1,2.71,2.31,2.76,65.34,5.12,6.53,1.95,4.1,2.84,medium
N23675074L,Kudakwashe Ndlovu,BSc Information Technology,1,3.38,3.44,3.5,90.68,11.71,9.07,4.94,1.11,4.93,low
N24262816L,Takudzwa Dlodlo,BSc Data Science,5,3.93,3.42,3.78,89.82,11.82,8.98,4.97,1.08,4.94,low
N21237654L,Tariro Mhlanga,BSc Informatics,3,2.88,3.83,3.12,89.58,11.42,8.96,5.12,1.07,5.07,low
N23589887L,Grace Ngwenya,BSc Business Computing,2,3.91,2.93,3.28,89.78,11.98,8.98,5.16,0.99,5.39,low
N24726612L,Memory Makaza,BSc Information Technology,4,3.44,3.59,3.74,90.01,12.04,9.0,5.17,0.95,5.1,low
N22605048L,Bright Mpofu,BSc Computer Science,3,3.85,3.42,3.38,89.9,11.64,8.99,5.07,0.98,4.98,low
N22111068L,Tashinga Mutizwa,BSc Information Systems,2,2.98,3.28,3.06,89.91,12.19,8.99,5.01,1.06,5.2,low
N23892170L,Munashe Mushonga,BSc Informatics,2,2.94,3.32,4.0,89.63,11.06,8.96,5.02,0.97,4.92,low
N20674842L,Tinotenda Chikwanda,BSc Information Technology,3,3.33,3.29,3.55,89.86,12.12,8.99,4.98,1.06,4.54,low
N23968668L,Simbarashe Mpofu,BSc Data Science,2,3.85,3.83,3.28,90.25,12.04,9.02,4.9,1.01,5.33,low
N24946803L,Rudo Mushonga,BSc Data Science,3,1.97,2.29,2.59,64.84,4.75,6.48,1.94,3.98,3.07,medium
N22215717L,Tanaka Chimuti,BSc Business Computing,4,3.56,3.53,3.95,90.06,12.11,9.01,4.87,0.96,5.17,low
N20259540L,Kudakwashe Mushayasa,BSc Informatics,3,1.88,2.58,2.93,65.14,4.86,6.51,1.97,4.05,2.99,medium
N23862427L,Tashinga Mpofu,BSc Computer Science,1,2.71,3.83,3.52,90.27,11.8,9.03,4.97,1.03,5.23,low
N22923892L,Munashe Nyathi,BSc Business Computing,2,2.86,3.07,3.81,90.29,11.69,9.03,5.1,1.05,4.85,low
N21158760L,Admire Dlodlo,BSc Computer Science,1,3.6,3.33,2.92,90.03,11.43,9.0,5.06,0.94,4.96,low
N22956949L,Patricia Ndlovu,BSc Computer Science,1,2.73,2.23,2.53,64.43,4.79,6.44,2.07,4.01,3.21,medium
N23359168L,Kudakwashe Chikwanda,BSc Business Computing,3,3.62,3.03,3.49,89.88,11.76,8.99,5.07,1.06,4.92,low
N21595793L,Patricia Mushonga,BSc Computer Engineering,1,3.11,3.06,2.9,90.28,12.05,9.03,4.93,1.0,5.08,low
N24646230L,Shannon Ngwenya,BSc Business Computing,3,3.32,4.0,3.79,89.92,11.76,8.99,5.02,1.05,5.28,low
N21218414L,Fungai Sithole,BSc Computer Engineering,1,3.68,3.48,3.25,89.62,11.92,8.96,4.93,1.06,4.8,low
N23927477L,Fungai Ndlovu,BSc Informatics,3,2.72,2.27,2.01,65.39,5.04,6.54,2.0,4.02,3.0,medium
N21489439L,Tendai Mpofu,BSc Information Systems,3,3.6,3.39,3.9,90.17,12.12,9.02,5.2,1.03,5.03,low
N20162678L,Gerald Ncube,BSc Computer Science,3,2.75,2.45,2.67,65.17,4.98,6.52,1.97,4.07,2.81,medium
N22944654L,Memory Chikwanda,BSc Informatics,1,2.86,3.82,3.15,90.24,11.95,9.02,5.12,0.98,4.81,low
N20608876L,Tanaka Mushayasa,BSc Data Science,2,3.42,4.0,4.0,90.23,12.16,9.02,4.95,1.07,5.14,low
N24464552L,Sharon Matsiga,BSc Data Science,2,3.83,3.98,2.98,90.21,12.06,9.02,4.93,1.01,4.97,low
N21172222L,Tatenda Ncube,BSc Business Computing,3,3.26,3.11,3.57,90.5,12.75,9.05,5.09,0.96,4.84,low
N20913608L,Tariro Dlodlo,BSc Information Systems,1,3.78,3.86,3.55,90.09,11.47,9.01,5.03,1.02,5.24,low
N24350385L,Tafadzwa Moyo,BSc Information Technology,3,1.94,1.96,2.12,29.83,2.04,2.98,0.0,8.01,1.0,high
N21742818L,Nothando Matsvimbo,BSc Information Technology,3,1.54,1.7,1.6,30.16,2.01,3.02,0.0,7.96,0.97,high
N20145903L,Rutendo Mhlanga,BSc Informatics,1,3.9,2.84,3.64,89.83,11.79,8.98,4.92,0.92,5.05,low
N24772925L,Simbarashe Gwekwerere,BSc Data Science,2,3.67,3.31,2.92,89.92,11.8,8.99,5.03,1.01,4.96,low
N20318877L,Winny Moyo,BSc Business Computing,1,3.43,3.32,3.5,90.18,11.91,9.02,4.92,0.99,4.72,low
N23961957L,Tinotenda Sibanda,BSc Data Science,1,2.64,1.64,1.97,30.48,1.78,3.05,0.0,8.02,1.14,high
N20326387L,Tatenda Dube,BSc Computer Science,3,1.64,2.07,2.01,29.84,1.89,2.98,0.0,8.1,1.04,high
N24788784L,Newton Makaza,BSc Information Systems,2,3.49,2.94,3.37,89.96,12.52,9.0,5.12,1.03,4.7,low
N24475351L,Memory Sithole,BSc Computer Science,3,3.66,3.69,2.99,89.83,12.49,8.98,4.96,1.04,5.05,low
N22789472L,Tatenda Mushayasa,BSc Business Computing,1,2.34,1.92,2.94,65.16,5.14,6.52,2.02,3.99,3.18,medium
N22985893L,Tinotenda Sithole,BSc Information Technology,4,3.59,4.0,3.34,90.08,11.88,9.01,5.16,1.03,5.3,low
N24324319L,Simbarashe Mushayasa,BSc Data Science,2,2.16,2.62,2.89,64.24,4.9,6.42,2.08,3.89,3.04,medium
N20861594L,Nomvula Mushonga,BSc Informatics,2,3.55,2.73,3.31,90.05,11.17,9.0,5.12,1.06,4.76,low
N22332665L,Blessing Matsvimbo,BSc Informatics,5,2.85,2.15,2.24,64.85,4.56,6.48,2.03,3.99,3.18,medium
N24636107L,Grace Makaza,BSc Information Systems,4,3.47,3.54,3.38,90.38,12.31,9.04,4.93,0.96,5.35,low
N22484914L,Prince Mpofu,BSc Software Engineering,2,3.48,3.71,3.07,90.62,11.48,9.06,4.95,1.01,5.3,low
N24327999L,Tendai Matsvimbo,BSc Business Computing,2,2.2,2.1,2.13,65.28,5.15,6.53,2.02,4.06,2.62,medium
N24959324L,Shannon Chimuti,BSc Data Science,4,2.22,2.59,2.82,65.38,5.03,6.54,1.98,4.02,3.02,medium
N20908348L,Tafadzwa Nyathi,BSc Information Technology,4,2.76,3.63,3.09,89.63,11.66,8.96,4.94,1.04,4.83,low
N21883997L,Miriam Ndlovu,BSc Information Technology,4,2.98,2.43,3.02,65.23,5.43,6.52,1.92,4.14,3.08,medium
N24256846L,Tafadzwa Mutizwa,BSc Software Engineering,2,2.93,3.62,3.71,90.17,11.92,9.02,4.98,1.02,5.36,low
N23889410L,Miriam Makaza,BSc Computer Science,3,3.9,3.52,2.79,89.6,12.21,8.96,4.94,1.0,4.86,low
N21452497L,Takudzwa Gwekwerere,BSc Informatics,1,3.73,3.99,3.15,90.15,12.43,9.02,5.11,0.98,4.48,low
N23911414L,Munyaradzi Ncube,BSc Business Computing,1,2.95,3.74,3.78,89.82,11.98,8.98,4.98,1.0,5.21,low
N21688426L,Miriam Mutizwa,BSc Software Engineering,2,2.85,3.25,2.99,89.59,12.22,8.96,5.09,1.01,5.0,low
N24193946L,Farai Sithole,BSc Information Technology,1,2.28,1.91,2.01,30.02,1.95,3.0,0.0,8.03,0.85,high
N20907069L,Clever Mhlanga,BSc Computer Engineering,1,3.74,3.06,2.97,90.08,11.78,9.01,5.01,1.04,5.3,low
N21561859L,Kudakwashe Mpofu,BSc Software Engineering,5,3.61,3.7,2.92,89.62,12.49,8.96,4.76,1.02,4.91,low
N20217830L,Nomvula Mpofu,BSc Information Systems,1,1.59,1.82,2.01,30.13,1.99,3.01,0.0,7.93,0.98,high
N20419939L,Tanaka Gwekwerere,BSc Informatics,4,3.89,3.37,3.44,90.02,12.04,9.0,5.03,0.96,4.96,low
N24648684L,Admire Mushayasa,BSc Business Computing,3,3.34,3.45,3.77,90.2,12.32,9.02,5.19,0.97,5.02,low
N20494900L,Precious Mutizwa,BSc Informatics,5,2.48,2.82,2.35,64.89,4.88,6.49,1.96,4.14,3.36,medium
N24384459L,Kudakwashe Matsiga,BSc Informatics,1,3.47,2.95,3.82,90.32,11.88,9.03,4.84,1.06,5.08,low
N22213132L,Thandeka Mushonga,BSc Information Technology,3,2.98,2.56,2.19,65.05,4.69,6.51,2.01,4.07,3.03,medium
N20430779L,Winny Chimuti,BSc Computer Science,2,2.86,3.38,2.97,90.22,12.1,9.02,5.02,0.98,5.1,low
N20141683L,Newton Mutizwa,BSc Data Science,2,2.06,1.53,1.22,30.21,2.28,3.02,0.0,7.96,1.09,high
N22817552L,Gerald Nyathi,BSc Data Science,2,3.09,2.98,3.06,90.11,12.0,9.01,4.87,1.03,5.27,low
N20756190L,Rudo Dlodlo,BSc Informatics,5,3.25,3.01,3.05,90.08,12.0,9.01,5.11,0.95,5.39,low
N22511929L,Munyaradzi Moyo,BSc Information Technology,4,3.13,2.82,2.79,65.19,5.31,6.52,2.01,4.09,2.83,medium
N21537605L,Fungai Makaza,BSc Information Systems,3,2.96,3.77,3.65,89.7,12.14,8.97,5.06,1.04,5.01,low
N23668573L,Rutendo Chikwanda,BSc Information Systems,2,3.2,3.86,3.66,90.24,12.1,9.02,5.05,1.05,5.28,low
N21424008L,Tariro Ncube,BSc Information Technology,3,2.12,2.41,2.49,64.68,4.77,6.47,1.92,4.0,3.08,medium
N24265725L,Tafadzwa Moyo,BSc Computer Science,5,3.86,3.99,3.33,90.45,11.57,9.05,5.07,0.93,4.82,low
N20902616L,Tafadzwa Sithole,BSc Information Technology,4,3.0,3.05,3.36,89.71,11.64,8.97,5.07,1.02,4.53,low
N22259338L,Tariro Dube,BSc Information Systems,3,3.3,3.76,2.89,89.57,11.96,8.96,4.93,0.96,4.9,low
N22735022L,Precious Chimuti,BSc Software Engineering,3,2.8,2.94,2.25,65.33,4.99,6.53,1.93,4.01,2.79,medium
N20821568L,Munashe Ncube,BSc Business Computing,1,3.79,3.45,3.43,89.96,12.03,9.0,5.1,0.97,4.94,low
N23596864L,Rutendo Mhlanga,BSc Software Engineering,2,3.31,3.16,3.64,90.18,11.69,9.02,4.99,0.94,4.88,low
N22533108L,Fungai Chikwanda,BSc Software Engineering,2,3.12,3.1,3.18,90.2,11.72,9.02,4.86,1.02,4.67,low
N24613742L,Sharon Matsiga,BSc Software Engineering,4,3.44,3.79,4.0,89.92,12.11,8.99,4.9,0.97,5.27,low
N23855185L,Sharon Dlodlo,BSc Informatics,3,1.74,1.92,1.2,30.58,2.11,3.06,0.0,7.83,0.97,high
N20357657L,Tatenda Mushayasa,BSc Information Technology,2,4.0,3.55,3.19,90.14,12.54,9.01,4.95,1.07,4.88,low
N20299072L,Clever Matsiga,BSc Information Technology,1,3.24,3.18,3.1,89.56,12.45,8.96,5.05,1.1,4.96,low
N21542983L,Clever Chimuti,BSc Informatics,3,2.09,2.65,2.72,65.02,5.1,6.5,1.93,3.92,3.08,medium
N23194834L,Tariro Dube,BSc Information Systems,4,2.57,2.07,1.46,29.99,1.97,3.0,0.0,7.85,1.05,high
N21512160L,Chenai Matsvimbo,BSc Business Computing,4,3.79,3.49,4.0,90.09,11.89,9.01,5.02,0.99,5.46,low
N21576769L,Tendai Ngwenya,BSc Computer Engineering,2,2.9,3.68,3.85,90.2,11.09,9.02,5.01,1.04,4.79,low
N20195620L,Shannon Matsiga,BSc Computer Engineering,4,3.54,3.18,3.7,89.98,11.83,9.0,5.02,1.04,4.85,low
N24741804L,Michelle Dlodlo,BSc Information Technology,3,3.09,2.86,3.57,89.64,12.4,8.96,5.04,1.03,4.84,low
N21269999L,Munyaradzi Mhlanga,BSc Informatics,1,2.86,3.21,3.69,89.75,12.74,8.98,4.94,1.0,4.8,low
N23402808L,Michelle Dube,BSc Information Systems,2,3.56,4.0,2.95,90.06,12.1,9.01,4.96,1.03,5.05,low
N20580921L,Winny Gwekwerere,BSc Informatics,1,3.47,3.28,3.61,89.8,11.91,8.98,4.91,0.98,4.69,low
N23575779L,Learnmore Matsiga,BSc Computer Science,2,3.65,3.67,3.75,90.24,12.11,9.02,4.92,0.99,5.26,low
N22749871L,Grace Chikwanda,BSc Informatics,1,2.89,2.12,2.39,65.52,4.61,6.55,2.03,4.03,2.89,medium
N21995304L,Kudakwashe Makaza,BSc Data Science,1,3.07,3.49,3.1,89.9,11.92,8.99,5.04,1.02,4.98,low
N21269172L,Clever Chimuti,BSc Information Systems,1,2.27,2.28,1.78,64.86,5.35,6.49,1.97,3.92,2.71,medium
N20197649L,Clever Matsvimbo,BSc Computer Engineering,3,2.58,2.27,1.97,64.22,5.01,6.42,1.94,3.93,2.75,medium
N24168079L,Nothando Gwekwerere,BSc Information Systems,4,3.77,3.02,3.2,89.57,11.34,8.96,5.16,0.99,5.17,low
N23650131L,Blessing Chikwanda,BSc Informatics,4,2.96,3.08,3.98,90.21,11.72,9.02,4.87,0.98,4.52,low
N20607157L,Miriam Mushonga,BSc Information Technology,3,3.12,3.32,3.77,89.96,11.22,9.0,4.79,1.07,4.84,low
N24471042L,Rutendo Chimuti,BSc Business Computing,2,3.38,3.25,3.64,89.86,12.43,8.99,4.97,0.97,5.06,low
N21739008L,Newton Mushonga,BSc Software Engineering,3,3.82,3.01,2.95,90.21,11.84,9.02,5.01,0.99,5.33,low
N20873291L,Tariro Chimuti,BSc Information Technology,1,3.83,3.79,3.2,90.06,12.26,9.01,4.95,1.06,5.12,low
N21111846L,Tariro Mushonga,BSc Data Science,2,3.95,3.82,3.28,90.05,12.21,9.0,5.05,0.98,4.96,low
N22904291L,Thandeka Dube,BSc Computer Engineering,2,3.31,2.99,3.6,90.22,12.61,9.02,5.03,1.02,5.09,low
N20972460L,Michelle Chikwanda,BSc Computer Engineering,3,1.6,2.48,1.45,29.17,2.1,2.92,0.0,8.18,0.91,high
N23935981L,Kudakwashe Ncube,BSc Business Computing,4,3.79,3.22,3.18,89.52,11.35,8.95,4.84,0.92,4.96,low
N22584935L,Chenai Sibanda,BSc Data Science,2,1.92,2.1,2.74,65.62,5.16,6.56,2.09,3.97,2.94,medium
N20318379L,Precious Matsvimbo,BSc Computer Engineering,3,3.16,2.93,4.0,90.02,11.58,9.0,4.99,0.99,5.25,low
N22493468L,Grace Mhlanga,BSc Information Technology,1,3.13,3.44,4.0,90.37,12.21,9.04,5.07,1.04,4.96,low
N22839525L,Sharon Sibanda,BSc Data Science,1,2.67,3.21,3.26,90.05,11.68,9.01,5.08,1.0,4.96,low
N23969749L,Clever Chikwanda,BSc Data Science,2,3.9,3.75,3.25,90.11,11.88,9.01,4.98,0.97,4.58,low
N21197102L,Tanaka Mutizwa,BSc Informatics,2,2.54,2.64,2.01,65.18,4.88,6.52,1.98,3.93,3.21,medium
N22606957L,Tariro Mushonga,BSc Computer Engineering,4,2.83,2.52,2.84,65.49,5.14,6.55,1.89,4.1,3.0,medium
N24809589L,Rutendo Chikwanda,BSc Informatics,4,3.56,2.76,3.02,90.53,12.08,9.05,4.97,1.04,5.26,low
N20426087L,Nomvula Chimuti,BSc Computer Science,3,3.79,2.99,3.11,89.88,11.27,8.99,4.99,0.99,5.16,low
N22123572L,Prince Mushonga,BSc Software Engineering,4,2.57,2.73,2.43,65.21,5.29,6.52,1.9,4.26,3.0,medium
N22910326L,Tanaka Dube,BSc Data Science,1,3.38,3.08,3.81,89.9,12.8,8.99,5.07,0.96,5.06,low
N24686810L,Tariro Dube,BSc Software Engineering,1,3.11,4.0,3.51,89.86,11.65,8.99,4.97,0.95,4.89,low
N22701969L,Newton Mhlanga,BSc Computer Science,2,3.8,2.74,3.69,89.94,12.16,8.99,4.83,1.0,4.91,low
N20236392L,Thandeka Gwekwerere,BSc Informatics,4,2.74,2.86,2.93,89.99,12.74,9.0,4.94,1.12,5.06,low
N21838908L,David Makaza,BSc Business Computing,1,3.62,3.12,3.04,90.12,11.91,9.01,4.95,1.05,4.5,low
N24182361L,Memory Makaza,BSc Information Systems,2,2.37,2.34,2.79,64.91,4.98,6.49,2.03,3.97,2.77,medium
N20577714L,Nothando Matsiga,BSc Business Computing,4,3.99,3.87,3.29,90.0,12.33,9.0,5.14,0.95,5.14,low
N24370587L,Tinotenda Dlodlo,BSc Information Systems,1,3.79,3.06,3.87,89.3,11.75,8.93,4.98,0.97,5.01,low
N22575301L,Winny Ndlovu,BSc Computer Science,3,3.49,3.48,3.63,89.67,11.81,8.97,4.96,1.04,5.2,low
N21395968L,Gerald Chimuti,BSc Information Systems,2,3.77,3.74,3.43,90.35,12.06,9.04,5.03,0.97,4.88,low
N20441699L,Grace Moyo,BSc Data Science,2,2.5,2.89,2.8,64.98,4.43,6.5,1.93,4.1,2.97,medium
N24355528L,Bright Mhlanga,BSc Business Computing,2,3.49,3.66,4.0,89.72,11.99,8.97,5.01,1.03,5.1,low
N24552091L,Chenai Makaza,BSc Computer Engineering,2,2.93,2.4,2.04,64.83,5.16,6.48,1.93,4.05,3.15,medium
N20875282L,Precious Gwekwerere,BSc Computer Science,1,3.62,3.92,3.96,89.71,11.81,8.97,5.17,1.03,5.0,low
N23284731L,Nothando Dlodlo,BSc Computer Science,2,2.86,2.98,3.31,89.69,11.84,8.97,4.96,0.95,4.47,low
N23443312L,Winny Sibanda,BSc Computer Science,3,3.91,3.13,3.94,89.69,11.6,8.97,5.07,1.01,4.99,low
N20893853L,Rutendo Ncube,BSc Business Computing,1,2.84,3.72,3.19,89.75,11.84,8.98,4.8,0.95,5.1,low
N21315651L,Sharon Mushonga,BSc Data Science,2,3.88,2.98,3.42,89.69,12.67,8.97,5.04,1.02,5.03,low
N22193624L,Precious Ndlovu,BSc Information Technology,4,2.26,2.56,2.09,64.44,4.77,6.44,2.09,3.93,2.93,medium
N24155708L,Tashinga Mushayasa,BSc Computer Engineering,4,2.78,3.46,3.61,89.83,11.47,8.98,5.19,1.05,4.91,low
N23836333L,Prince Dlodlo,BSc Computer Engineering,1,3.9,3.64,3.95,90.14,12.53,9.01,5.01,1.02,4.92,low
N21794668L,Tatenda Gwekwerere,BSc Information Systems,2,2.63,3.21,3.33,90.09,12.92,9.01,5.11,1.01,4.76,low
N23261760L,Nothando Ncube,BSc Information Systems,2,1.93,1.48,1.51,29.64,1.99,2.96,0.0,8.05,0.86,high
N23789886L,Learnmore Ncube,BSc Computer Science,3,3.12,2.82,3.9,90.05,12.09,9.01,4.97,1.01,5.08,low
N24546383L,Miriam Mhlanga,BSc Business Computing,4,3.05,2.24,1.99,64.82,4.93,6.48,1.91,4.17,3.03,medium
N22336706L,Tatenda Sithole,BSc Informatics,3,3.82,3.91,3.85,89.72,12.27,8.97,4.93,1.04,4.79,low
N24382329L,Learnmore Mushayasa,BSc Computer Engineering,4,3.13,3.01,3.95,89.92,11.69,8.99,4.91,1.02,4.79,low
N22218661L,Prince Gwekwerere,BSc Computer Science,1,2.78,3.52,3.12,90.56,11.94,9.06,4.93,0.97,4.9,low
